"";"longitude";"latitude";"PA";"wc2.1_30s_bio_4";"wc2.1_30s_bio_9";"wc2.1_30s_bio_14"
"80";10,57;48,69;1;694,592224121094;0,949999928474426;47
"81";11,96;47,82;1;697,650146484375;0,0166666898876429;65
"82";12,21;48,07;1;702,816833496094;-0,16666667163372;52
"83";12,04;47,97;1;700,061706542969;-0,0666666030883789;54
"84";11,12;49,82;1;672,9248046875;3,54999995231628;53
"85";9,79;47,62;1;683,749145507812;1,58333349227905;74
"86";11,87;50,32;1;681,206604003906;2,46666669845581;55
"87";11,79;50,32;1;674,332458496094;1,98333323001862;61
"88";12,71;48,07;1;700,163818359375;1,04999995231628;63
"89";12,12;47,87;1;709,924255371094;0,0833333358168602;53
"90";12,62;48,07;1;705,936950683594;1,01666665077209;60
"91";12,04;47,82;1;704,032104492188;-0,0333333015441895;60
"92";10,28;50,18;1;670,188110351562;4,11666679382324;42
"93";8,595618;49,741096;1;666,703063964844;3,61666655540466;42
"94";11,81;50,16;1;673,452209472656;2,28333330154419;58
"95";11,87;48,92;1;721,089660644531;4,25;41
"96";11,54;48,62;1;715,101196289062;0,950000047683716;44
"97";11,96;48,12;1;680,971374511719;-0,0333333425223827;54
"98";11,62;48,62;1;720,746154785156;0,949999988079071;43
"99";11,71;48,67;1;715,517822265625;0,916666686534882;44
"100";11,96;48,17;1;696,964599609375;-0,0999999418854713;51
"101";11,87;48,17;1;693,772094726562;0;51
"102";10,71;49,72;1;682,753295898438;4,06666660308838;48
"103";10,4582;53,325;1;626,851806640625;4,41666650772095;37
"104";10,2915;53,125;1;624,536193847656;3,96666669845581;48
"105";10,9582;53,225;1;631,3818359375;4,44999980926514;38
"106";10,2082;53,225;1;625,290710449219;4,44999980926514;41
"107";6,45805;51,4749;1;578,695434570312;6,03333330154419;46
"108";6,54139;51,5249;1;582,540832519531;6,23333358764648;45
"109";6,87473;51,3249;1;583,151733398438;6,06666660308838;57
"110";7,12474;51,1749;1;586,727600097656;5,11666679382324;76
"111";7,0414;51,3749;1;581,819702148438;5,73333311080933;64
"112";6,7914;51,5749;1;582,646118164062;6,23333311080933;52
"113";6,7914;51,6249;1;575,675476074219;5,94999980926514;51
"114";7,20807;51,3249;1;577,986328125;8,31666660308838;74
"115";6,87474;51,5749;1;582,593933105469;6,06666660308838;54
"116";12,06;49,99;1;682,285034179688;2,41666674613953;46
"117";10,13;49,49;1;667,084777832031;1,61666667461395;46
"118";10,61;48,62;1;698,010559082031;1,39999997615814;41
"119";5,993675;51,079462;1;565,864013671875;5,96666669845581;46
"120";6,313528;50,864582;1;575,376708984375;5,90000009536743;51
"121";6,192111;50,707722;1;564,275329589844;11,5333337783813;63
"122";11,05;48,16;1;678,637756347656;0,800000011920929;50
"123";11,12;48,97;1;674,221618652344;3,01666665077209;56
"124";11,04;48,97;1;680,796508789062;0,533333301544189;52
"125";9,86;50,34;1;666,474670410156;10,75;70
"126";10,54;49,47;1;686,016540527344;4,18333339691162;50
"127";10,37;47,47;1;625,260375976562;-1,75;87
"128";10,168734;49,386604;1;672,638854980469;1,51666665077209;47
"129";8,456586;49,494271;1;678,453552246094;3,88333344459534;40
"130";9,211381;50,431327;1;648,054626464844;3,79999995231628;67
"131";10,957436;49,475316;1;697,28515625;4,40000009536743;44
"132";7,718067;48,000146;1;661,654235839844;3,84999990463257;54
"133";9,636872;53,70343;1;605,306518554688;4,53333330154419;43
"134";9,210978;49,138669;1;657,705505371094;6,09999990463257;48
"135";8,803507;53,090206;1;604,498779296875;4,83333349227905;38
"136";10,012756;47,827775;1;680,24169921875;0,633333325386047;71
"137";7,19472;50,437865;1;607,845825195312;4,26666641235352;54
"138";12,255377;50,659409;1;675,924743652344;0,050000011920929;36
"139";8,862548;54,821152;1;577,49853515625;3,79999995231628;41
"140";9,81843;52,40776;1;628,874633789062;5,15000009536743;40
"141";9,981115;53,284221;1;623,277038574219;4,40000009536743;43
"142";12,844421;54,330197;1;632,748168945312;3,33333349227905;38
"143";11,07957;49,448638;1;714,44775390625;1,96666669845581;40
"144";6,187476;51,63904;1;569,014282226562;5,81666660308838;43
"145";9,65012;53,75019;1;608,871765136719;4,46666669845581;45
"146";9,995998;48,406895;1;701,3994140625;1,41666662693024;43
"147";9,610235;51,288684;1;624,174011230469;4,43333339691162;40
"148";6,403158;51,363483;1;578,533142089844;6,16666650772095;47
"149";9,017921;48,687418;1;654,686340332031;1,73333323001862;44
"150";9,765716;47,909041;1;683,438659667969;0,899999976158142;54
"151";12,84;48,17;1;710,369506835938;-0,0166667308658361;58
"152";11,23;48,19;1;694,793823242188;1,21666669845581;50
"153";10,82;48,92;1;688,419921875;0,899999976158142;45
"154";10,88;48,59;1;693,408752441406;1,23333323001862;44
"155";12,21;47,77;1;693,799926757812;-0,366666674613953;70
"156";7,548112;47,660885;1;650,508422851562;3,29999995231628;48
"157";7,73157;51,781525;1;586,915893554688;5,36666679382324;45
"158";7,742578;51,907635;1;585,566772460938;5,30000019073486;46
"159";10,37;47,67;1;664,606750488281;0,133333310484886;86
"160";10,29;47,72;1;664,011413574219;0,483333349227905;81
"161";7,063548;52,237646;1;573,134643554688;5,28333330154419;46
"162";8,358278;49,356216;1;669,336486816406;3,33333325386047;45
"163";7,29141;51,6749;1;579,679931640625;5,48333311080933;55
"164";8,20811;51,0249;1;607,472839355469;9,51666641235352;80
"165";8,95813;51,7249;1;598,167053222656;3,70000004768372;68
"166";6,29139;50,6749;1;566,177185058594;10;70
"167";10,84;48,82;1;694,136047363281;0,716666698455811;46
"168";10,12;47,77;1;646,209655761719;0,0499999932944775;92
"169";10,21;47,77;1;652,479370117188;-0,0666666626930237;88
"170";10,29;47,52;1;668,558349609375;0,300000041723251;106
"171";10,51;48,48;1;688,495849609375;1,06666660308838;46
"172";10,37;47,77;1;661,820251464844;0,249999955296516;76
"173";8,989891;51,36348;1;613,051696777344;3,51666665077209;53
"174";11,04;49,52;1;699,694213867188;4,44999980926514;42
"175";11,12;49,52;1;681,581848144531;4,04999971389771;43
"176";11,12;49,47;1;703,651184082031;1,76666665077209;41
"177";12,4;49,27;1;708,017272949219;3,5;42
"178";11,8;48,92;1;710,432434082031;3,90000009536743;45
"179";11,85;49,76;1;696,094482421875;3,28333330154419;45
"180";12,29;48,92;1;729,115661621094;1,01666665077209;38
"181";12,46;48,22;1;703,088989257812;-0,283333241939545;49
"182";12,62;48,27;1;716,563781738281;-0,316666632890701;49
"183";12,37;48,37;1;707,724670410156;0,783333361148834;48
"184";12,04;48,57;1;708,447387695312;0,98333340883255;45
"185";11,87;48,62;1;710,128051757812;-0,616666615009308;45
"186";10,37;48,07;1;671,436157226562;0,599999964237213;57
"187";10,29;47,82;1;667,095153808594;0,349999964237213;71
"188";10,21;47,92;1;678,030090332031;0,683333337306976;55
"189";11,12;47,42;1;588,491271972656;-3,90000009536743;67
"190";11,87;49,97;1;672,544189453125;6,01666641235352;65
"191";10,12;47,97;1;682,143432617188;0,866666674613953;47
"192";11,12;47,52;1;663,627990722656;-0,816666662693024;71
"193";12,12;48,72;1;716,691711425781;0,949999928474426;42
"194";12,79;48,22;1;708,509399414062;1,20000004768372;53
"195";12,29;48,67;1;715,3388671875;0,899999976158142;43
"196";12,04;48,67;1;712,618286132812;0,783333301544189;45
"197";11,79;48,77;1;723,499877929688;4,15000009536743;42
"198";9,54;50,17;1;654,714111328125;11,25;63
"199";10,12;47,87;1;675,141296386719;0,566666662693024;63
"200";12,37;48,62;1;722,064086914062;1,03333342075348;42
"201";11,79;48,57;1;705,688293457031;0,716666698455811;44
"202";12,12;48,52;1;714,287109375;1,18333327770233;47
"203";11,54;48,27;1;684,068176269531;1,39999997615814;44
"204";12,54;48,22;1;713,023193359375;-0,300000011920929;50
"205";12,54;48,27;1;714,811889648438;0,950000047683716;48
"206";11,96;48,72;1;713,359008789062;3,84999990463257;43
"207";11,87;48,67;1;713,544677734375;-0,516666650772095;43
"208";12,29;48,37;1;707,840698242188;0,899999976158142;49
"209";9,62;50,17;1;656,738220214844;8,23333358764648;53
"210";10,3748;53,225;1;628,971496582031;4,38333320617676;38
"211";11,2487;53,2485;1;641,323669433594;4,48333358764648;36
"212";10,51;49,01;1;695,333312988281;1,06666672229767;51
"213";11,93;49,42;1;734,428771972656;3,93333339691162;46
"214";10,61;48,49;1;691,693664550781;1,18333339691162;45
"215";11,37;48,67;1;719,087585449219;1,01666676998138;41
"216";9,23;49,58;1;658,417541503906;15,5;62
"217";9,18;49,58;1;655,141662597656;15,5;64
"218";12,22;49,51;1;703,230651855469;3,38333320617676;41
"219";10,343628;51,813843;1;627,081970214844;9,44999980926514;84
"220";8,388774;50,937284;1;621,338195800781;10,6500005722046;68
"221";6,431268;51,358786;1;582,203735351562;6,25;47
"222";6,551856;50,549924;1;582,75732421875;11,0499992370605;59
"223";9,804854;53,641668;1;609,299621582031;4,61666679382324;43
"224";9,513853;54,573389;1;589,751342773438;3,61666679382324;49
"225";8,475782;50,05681;1;670,912963867188;3,43333339691162;37
"226";6,759182;50,823141;1;591,494018554688;4,03333330154419;42
"227";7,294555;50,792158;1;591,226928710938;5,30000019073486;61
"228";6,857413;50,856759;1;586,070617675781;6,13333320617676;44
"229";9,971214;52,386763;1;628,012756347656;4,96666669845581;41
"230";10,630131;51,585899;1;638,424926757812;3,39999985694885;48
"231";6,279193;51,325743;1;575,880065917969;5,98333358764648;46
"232";8,274606;49,990259;1;668,718078613281;3,59999990463257;37
"233";6,994296;49,225644;1;630,492065429688;5,65000009536743;57
"234";6,452718;50,891039;1;577,775268554688;6,08333301544189;49
"235";8,813503;53,08904;1;605,386657714844;4,83333349227905;38
"236";12,001914;51,498381;1;675,723510742188;2,26666665077209;28
"237";12,908543;50,836568;1;711,577453613281;4,34999990463257;38
"238";12,477457;51,65348;1;678,88720703125;4,48333311080933;33
"239";10,528717;51,710018;1;624,633850097656;8,93333339691162;80
"240";12,242925;51,841727;1;677,492065429688;4,73333358764648;32
"241";10,711302;53,869513;1;619,554321289062;4,08333349227905;37
"242";8,858751;49,924375;1;656,11962890625;5,63333320617676;52
"243";14,560609;51,404971;1;691,449279785156;4,48333311080933;39
"244";12,96;48,82;1;715,241516113281;3,84999990463257;56
"245";13,396966;52,523254;1;695,485412597656;5,19999980926514;36
"246";10,37;49,87;1;679,200744628906;1,73333334922791;42
"247";11,37;48,77;1;721,070861816406;1,08333325386047;44
"248";11,37;48,82;1;712,39501953125;0,949999928474426;46
"249";11,29;49,42;1;690,08056640625;3,84999990463257;52
"250";11,46;49,22;1;709,892639160156;3,84999990463257;55
"251";9,88;50,18;1;667,475280761719;4,16666650772095;52
"252";12,12;47,77;1;710,031494140625;0,0166666507720947;62
"253";12,29;47,67;1;NA;NA;NA
"254";13,932724;51,376923;1;681,134826660156;4,55000019073486;36
"255";13,597809;51,414021;1;696,022644042969;4,66666650772095;32
"256";10,29;49,97;1;673,323974609375;4,68333339691162;37
"257";11,37;49,42;1;686,921081542969;3,13333344459534;66
"258";11,21;48,07;1;676,704772949219;1,14999997615814;51
"259";11,37;48,07;1;668,251892089844;1,30000007152557;51
"260";11,46;49,42;1;693,716369628906;3,04999995231628;67
"261";13,12;48,52;1;716,415771484375;3,75;54
"262";9,11;49,65;1;650,408386230469;11,8166666030884;61
"263";9,09;49,68;1;648,633178710938;15,3833332061768;67
"264";9,09;49,61;1;649,76220703125;15,3666667938232;67
"265";12,04;47,72;1;611,013000488281;-1,13333332538605;72
"266";12,12;47,62;1;686,797973632812;-0,75;71
"267";6,249444;50,759445;1;568,062255859375;8,60000038146973;58
"268";11,46;48,72;1;738,405334472656;1,34999990463257;42
"269";13,04;48,52;1;720,750854492188;0,833333313465118;51
"270";11,46;48,77;1;730,686157226562;1,29999995231628;44
"271";10,12;47,67;1;644,876647949219;0,19999997317791;104
"272";12,21;47,62;1;NA;NA;NA
"273";6,340861;50,924194;1;578,239868164062;6,13333320617676;47
"274";10,944443;53,668442;1;621,436950683594;4,01666641235352;40
"275";11,26;47,77;1;670,120239257812;0,983333230018616;58
"276";12,96;48,27;1;702,632934570312;0,949999928474426;57
"277";10,46;47,67;1;646,418334960938;-0,299999952316284;86
"278";10,37;47,62;1;659,456848144531;-0,266666680574417;94
"279";11,46;48,82;1;706,931457519531;0,949999988079071;47
"280";12,87;48,52;1;716,615600585938;0,699999988079071;50
"281";12,96;48,57;1;716,54736328125;3,80000019073486;51
"282";12,29;48,17;1;698,224487304688;-0,283333331346512;52
"283";12,12;47,67;1;659,014831542969;-0,666666686534882;71
"284";11,21;49,92;1;675,173400878906;3,16666674613953;55
"285";11,54;48,77;1;728,694763183594;1,29999995231628;43
"286";11,54;48,72;1;743,781677246094;1,38333320617676;42
"287";13,04;48,27;1;714,742370605469;1,29999995231628;54
"288";12,87;48,37;1;713,106079101562;0,866666734218597;52
"289";11,62;48,72;1;732,602233886719;1,28333342075348;42
"290";9,56;49,79;1;663,231872558594;4,75;49
"291";9,87;49,67;1;669,4248046875;4,71666669845581;47
"292";9,79;49,72;1;671,31640625;4,34999990463257;50
"293";12,31;50,06;1;NA;NA;NA
"294";11,54;47,77;1;679,532348632812;1,21666657924652;63
"295";12,12;49,02;1;741,308227539062;4,43333339691162;38
"296";13,37;48,72;1;716,374877929688;3,13333320617676;59
"297";9,46;50,07;1;653,384399414062;8,19999980926514;55
"298";13,37;48,62;1;717,131713867188;3,71666669845581;55
"299";13,29;48,82;1;671,28271484375;1,89999997615814;67
"300";13,12;49,17;1;661,655395507812;1,26666676998138;64
"301";13,62;48,87;1;675,196350097656;5,79999971389771;69
"302";12,04;48,22;1;694,237487792969;1,06666672229767;51
"303";12,96;48,47;1;713,841491699219;0,733333349227905;52
"304";11,37;47,57;1;589,805297851562;0,0999999865889549;68
"305";12,87;49,27;1;694,436096191406;2,51666665077209;49
"306";13,29;48,77;1;710,70654296875;3,28333330154419;56
"307";11,87;48,02;1;682,130676269531;0;61
"308";11,87;47,97;1;686,414733886719;0,0333333015441895;62
"309";12,79;49,17;1;696,81201171875;2,56666684150696;52
"310";13,04;48,32;1;699,330810546875;0,73333340883255;58
"311";13,54;48,57;1;719,167602539062;3,76666665077209;59
"312";13,62;48,57;1;706,859619140625;3,25;66
"313";13,71;48,67;1;683,330749511719;1,83333325386047;74
"314";12,87;49,22;1;691,121704101562;2,28333330154419;52
"315";11,54;47,62;1;633,033813476562;-0,216666653752327;66
"316";11,46;47,67;1;607,141052246094;-0,300000041723251;68
"317";11,62;48,27;1;691,343688964844;1,38333320617676;44
"318";13,37;48,77;1;700,902038574219;2,71666669845581;62
"319";12,96;49,22;1;679,4794921875;1,81666684150696;57
"320";9,54;50,12;1;654,254760742188;11,1500005722046;65
"321";13,12;48,32;1;706,992553710938;0,916666686534882;57
"322";13,79;48,62;1;701,9306640625;2,33333325386047;71
"323";12,96;48,22;1;NA;NA;NA
"324";12,71;49,27;1;696,233764648438;3;47
"325";12,68;48,69;1;734,736633300781;0,816666603088379;47
"326";11,2;47,94;1;660,578247070312;0,866666674613953;54
"327";11,1249;53,125;1;641,38818359375;4,63333320617676;35
"328";11,0415;53,175;1;634,816101074219;4,51666641235352;37
"329";10,76;48,64;1;699,384338378906;1,19999992847443;42
"330";9,88;50,11;1;669,633972167969;4,84999990463257;43
"331";6,09619;51,249673;1;565,596374511719;5,78333330154419;45
"332";10,98;47,69;1;664,986206054688;-0,900000035762787;61
"333";12,87;47,87;1;705,898742675781;-0,299999952316284;87
"334";11,21;48,37;1;687,277648925781;0,833333373069763;48
"335";11,46;48,37;1;691,0185546875;0,866666674613953;45
"336";9,91;50,16;1;668,604797363281;4,78333330154419;44
"337";10,12;49,77;1;672,713134765625;4,93333339691162;41
"338";13,448334;48,574165;1;728,095275878906;4,13333320617676;56
"339";9,007348;49,47833;1;632,164855957031;16,283332824707;61
"340";9,541249;47,59036;1;673,516723632812;2,70000004768372;59
"341";12,364639;50,932428;1;680,415405273438;0,416666656732559;36
"342";8,10593;50,040494;1;643,054992675781;3,25;37
"343";7,464293;51,770554;1;589,358093261719;5,55000019073486;51
"344";6,612438;51,657059;1;580,919494628906;6,08333349227905;45
"345";11,744385;50,84237;1;660,641357421875;0,816666722297668;34
"346";9,852247;54,261314;1;593,148254394531;3,84999990463257;48
"347";8,453722;50,392871;1;639,269226074219;4,36666679382324;52
"348";13,486364;54,350162;1;622,715698242188;1,21666669845581;32
"349";13,201767;52,625216;1;683,644836425781;4,61666679382324;32
"350";13,5816;54,3484;1;NA;NA;NA
"351";11,07;48,12;1;674,996520996094;0,766666650772095;51
"352";11,37;48,27;1;682,453674316406;1,09999990463257;48
"353";10,96;48,57;1;689,184326171875;0,966666698455811;46
"354";11,21;49,87;1;669,252746582031;3,10000014305115;57
"355";12,37;47,82;1;704,316101074219;1,18333327770233;67
"356";10,21;50,02;1;675,689758300781;4,84999990463257;36
"357";11,21;48,77;1;701,655395507812;0,816666662693024;47
"358";13,12;48,92;1;689,729309082031;2,10000014305115;61
"359";12,71;47,87;1;695,171142578125;0,74999988079071;81
"360";13,12;49,02;1;676,804382324219;1,63333320617676;63
"361";10,12;47,37;1;NA;NA;NA
"362";10,21;47,42;1;624,741577148438;-1,05000007152557;94
"363";9,003182;48,704297;1;654,759216308594;1,95000004768372;43
"364";7,698901;52,024437;1;586,786804199219;5,43333339691162;46
"365";7,640664;51,934589;1;598,002197265625;5,56666660308838;48
"366";7,669782;51,880684;1;585,088684082031;5,40000009536743;47
"367";12,08;49,22;1;714,849365234375;3,85000014305115;40
"368";11,69;48,76;1;730,33447265625;1,25;42
"369";10,7;48,69;1;694,35205078125;1,23333334922791;43
"370";11,54;48,37;1;687,956298828125;0,899999976158142;44
"371";11,46;48,27;1;686,507385253906;1,30000007152557;46
"372";11,37;48,22;1;684,199768066406;1,30000007152557;47
"373";6,89493;52,446666;1;560,354797363281;5,01666688919067;46
"374";10,04;47,47;1;635,901123046875;-0,816666662693024;103
"375";9,069206;49,907956;1;659,537841796875;5,19999980926514;54
"376";10,51;48,76;1;687,099792480469;0,683333277702332;52
"377";11,37;49,62;1;679,181091308594;3,18333339691162;64
"378";11,12;48,52;1;697,837036132812;0,883333384990692;45
"379";12,54;49,02;1;693,65087890625;2,59999990463257;55
"380";10,29;47,37;1;621,912231445312;-1,43333327770233;85
"381";11,06;48;1;667,347045898438;0,933333396911621;51
"382";11,21;48,42;1;690,606872558594;0,833333432674408;47
"383";12,46;49,02;1;704,7431640625;3,16666674613953;48
"384";11,04;48,42;1;685,505798339844;0,933333337306976;47
"385";11,12;48,42;1;688,002563476562;0,833333373069763;48
"386";11,21;48,87;1;691,113525390625;3,51666665077209;53
"387";13,21;48,72;1;719,271911621094;3,46666669845581;54
"388";11,46;49,62;1;684,130004882812;3,25;65
"389";12,62;49,07;1;714,503967285156;3,36666655540466;47
"390";10,04;47,52;1;652,673278808594;-0,316666603088379;109
"391";6,205944;50,753277;1;569,492736816406;5,36666679382324;59
"392";13,12;48,82;1;707,760437011719;3,25;57
"393";11,04;48,37;1;689,500671386719;1,04999995231628;47
"394";11,04;48,27;1;682,799926757812;0,899999976158142;49
"395";10,79;49,77;1;680,736450195312;4,06666660308838;46
"396";13,04;48,87;1;670,748718261719;1,84999990463257;66
"397";10,96;48,22;1;682,203430175781;0,933333277702332;48
"398";11,35;49,31;1;697,896179199219;3,63333344459534;57
"399";10,74;48,92;1;689,606140136719;0,716666698455811;49
"400";12,71;49,02;1;711,711547851562;3,08333325386047;52
"401";10,34;48,68;1;687,40771484375;0,73333328962326;51
"402";11,64;50,04;1;686,179992675781;3,53333330154419;47
"403";11,56;50,06;1;678,009582519531;3,28333330154419;51
"404";11,56;50,01;1;681,983947753906;3,66666650772095;47
"405";11,73;50,01;1;665,283447265625;5,78333330154419;71
"406";11,73;50,06;1;673,983520507812;2,41666650772095;59
"407";11,54;47,72;1;664,748779296875;-0,0833333358168602;65
"408";10,96;49,62;1;677,352661132812;4,29999971389771;46
"409";9,46;49,87;1;654,254760742188;15,1499996185303;65
"410";11,29;47,82;1;670,516540527344;1,33333325386047;55
"411";10,96;47,77;1;661,906555175781;-0,566666662693024;58
"412";9,37;50,07;1;654,092468261719;11;70
"413";11,37;47,77;1;684,098999023438;1,16666674613953;57
"414";9,37;49,87;1;649,853576660156;11,4333333969116;63
"415";11,46;47,87;1;678,361450195312;1,29999995231628;57
"416";11,37;47,92;1;664,816589355469;1,13333344459534;54
"417";11,37;47,87;1;657,130310058594;1,11666667461395;55
"418";11,96;50,32;1;681,690612792969;2,56666684150696;49
"419";9,37;49,77;1;655,800903320312;8,51666641235352;54
"420";12,12;49,17;1;712,230285644531;3,73333334922791;41
"421";12,96;48,92;1;686,679931640625;2,40000009536743;62
"422";9,54;49,97;1;657,675415039062;8,16666698455811;58
"423";9,71;50,02;1;661,303833007812;4,81666660308838;45
"424";11,54;47,82;1;679,77880859375;1,24999988079071;62
"425";11,96;49,22;1;712,626770019531;3,63333320617676;44
"426";12,04;50,17;1;670,954040527344;2,09999990463257;50
"427";12,29;49,22;1;712,34716796875;3,73333334922791;39
"428";10,87;49,47;1;695,625427246094;4,30000019073486;45
"429";11,21;47,97;1;659,174194335938;0,866666674613953;54
"430";12,21;49,32;1;706,79638671875;3,51666665077209;41
"431";12,04;49,27;1;706,601989746094;3,36666655540466;44
"432";10,87;49,62;1;679,750854492188;4,19999980926514;46
"433";11,37;47,72;1;694,472778320312;-0,316666632890701;58
"434";9,29;49,77;1;659,61767578125;15,7666664123535;64
"435";9,29;49,87;1;653,495239257812;8,48333358764648;57
"436";10,79;49,37;1;696,642761230469;1,53333342075348;46
"437";13,29;48,92;1;671,3515625;1,79999995231628;65
"438";12,04;50,32;1;676,943176269531;2,31666660308838;49
"439";10,96;47,87;1;664,256652832031;0,5;55
"440";12,04;49,32;1;710,42919921875;3,58333325386047;41
"441";12,29;49,27;1;708,08642578125;3,56666660308838;41
"442";11,04;47,82;1;661,27099609375;-0,466666698455811;56
"443";13,04;48,97;1;680,745300292969;1,81666660308838;61
"444";9,62;50,02;1;654,394226074219;4,91666650772095;47
"445";12,12;49,27;1;713,335510253906;3,81666660308838;39
"446";11,29;47,67;1;670,170715332031;-0,266666561365128;61
"447";11,96;50,22;1;675,316284179688;2,51666665077209;49
"448";11,46;47,92;1;671,765380859375;1,21666669845581;56
"449";10,59;49,02;1;691,219299316406;1,18333339691162;49
"450";10,61;49,01;1;693,308898925781;1,33333325386047;47
"451";10,48;48,56;1;696,911987304688;1,43333327770233;41
"452";11,12;48,07;1;675,861267089844;1,40000009536743;50
"453";10,94;48,71;1;692,418212890625;1,23333334922791;43
"454";11,08;47,74;1;667,680725097656;0,666666746139526;59
"455";10,89;48,18;1;676,581726074219;0,866666734218597;49
"456";9,96;49,72;1;673,59228515625;5;44
"457";9,8;50,32;1;665,894226074219;11,5999994277954;58
